10000 0.00485129
20000 0.00796545
30000 0.0113409
40000 0.0147531
50000 0.0182659
60000 0.0219544
70000 0.0255035
80000 0.0286736
90000 0.0322086
100000 0.0360515
200000 0.0709056
300000 0.108815
400000 0.167014
500000 0.296628
600000 0.303606
700000 0.293969
800000 0.535787
900000 0.607183
1000000 0.507582
