10000 0.144946
20000 0.594945
30000 1.37094
40000 2.34127
50000 3.75891
60000 5.33244
70000 7.41753
80000 9.59857
90000 12.1135
100000 15.0055
200000 60.1989
300000 134.789
400000 240.045
500000 374.875
600000 539.796
700000 731.283
800000 957.885
900000 1212.51
1000000 1494.93
